lat,lon,alt,speed
41.97230024833333,-85.69204444166667,10656.808,129.1422
41.97230946333333,-85.69197603833334,10657.338,129.0271
41.97231867,-85.69190763333333,10657.868,129.1422
41.97232787,-85.69183921,10658.399,129.1422
41.972337071666665,-85.691770805,10658.925,129.1422
41.972346288333334,-85.69170239166667,10659.458,129.1422
41.97235550166667,-85.691633985,10659.989,129.1422
41.972364703333334,-85.69156557833334,10660.521,129.1422
41.972373911666665,-85.691497175,10661.056,129.0271
41.972383113333336,-85.69142876666666,10661.585,129.1422
41.972392328333335,-85.69136034166667,10662.118,129.1422
41.97240153333333,-85.69129192666666,10662.648,129.1422
41.97241073833333,-85.691223515,10663.178,129.1422
41.972419943333335,-85.69115510166667,10663.712,129.0271
41.97242913666667,-85.6910867,10664.24,129.1422
41.972438346666664,-85.69101828,10664.775,129.1422
41.972447558333336,-85.69094986833333,10665.306,129.1422
41.97245676,-85.69088145833334,10665.834,129.1422
41.972465963333335,-85.69081304,10666.369,129.0271
41.97247516666667,-85.69074462333333,10666.898,129.1422
41.97248437333333,-85.69067620333334,10667.434,129.1422
41.97249358333333,-85.69060780833334,10667.965,129.0271
41.97250279166666,-85.69053940666667,10668.495,129.1422
41.97251198,-85.69047098833333,10669.027,129.1422
41.97252118833333,-85.69040257166667,10669.557,129.1422
41.97253041166667,-85.69033416333333,10670.091,129.1422
41.972539615,-85.69026576333333,10670.624,129.1422
41.97254883,-85.69019735666667,10671.155,129.1422
41.97255803833333,-85.69012893166666,10671.688,129.1422
41.97256725333333,-85.69006052,10672.216,129.1422
41.97257646833334,-85.68999213333333,10672.745,129.0271
41.972585673333334,-85.68992372166667,10673.276,129.1422
41.97259487833333,-85.68985529833333,10673.809,129.1422
41.972604073333336,-85.68978688666667,10674.338,129.1422
41.972613275,-85.68971848166667,10674.873,129.0271
41.972622485,-85.68965008666666,10675.399,129.1422
41.97263170666667,-85.68958165833334,10675.934,129.1422
41.97264090833333,-85.68951324333334,10676.469,129.0271
41.97265010666667,-85.68944483166666,10676.998,129.1422
41.972659305,-85.689376405,10677.53,129.1422
41.972668515,-85.689308,10678.061,129.1422
41.972677733333335,-85.68923958,10678.598,129.1422
41.972686931666665,-85.68917115833334,10679.129,129.1422
41.972696125,-85.689102735,10679.659,129.1422
41.97270534,-85.68903431833333,10680.195,129.0271
41.97271456,-85.68896591833334,10680.723,129.1422
41.972723761666664,-85.688897485,10681.256,129.1422
41.972732965,-85.68882908833334,10681.789,129.0271
41.97274217166667,-85.68876068666667,10682.319,129.2573
41.972751365,-85.68869224,10682.856,129.1422
41.97276057333333,-85.68862382166667,10683.387,129.1422
41.9727698,-85.68855540666667,10683.923,129.1422
41.97277901166667,-85.68848699666667,10684.456,129.1422
41.972788215,-85.688418585,10684.987,129.1422
41.972797416666666,-85.68835019,10685.521,129.0271
41.97280661333333,-85.68828177666667,10686.054,129.2573
41.972815833333335,-85.68821333333334,10686.589,129.1422
41.972825046666664,-85.68814492833333,10687.123,129.0271
41.97283425333333,-85.68807652833334,10687.654,129.1422
41.97284347,-85.688008115,10688.187,129.1422
41.97285268,-85.68793969166667,10688.718,129.1422
41.97286188333333,-85.687871265,10689.251,129.1422
41.972871096666665,-85.687802845,10689.784,129.1422
41.97288030333333,-85.68773444166666,10690.313,129.0271
41.972889505,-85.68766603666667,10690.847,129.1422
41.972898715,-85.68759760333333,10691.382,129.1422
41.972907918333334,-85.68752918666667,10691.91,129.1422
41.97291714,-85.68746078166667,10692.445,129.1422
41.972926345,-85.68739237666666,10692.976,129.1422
41.972935533333334,-85.68732396,10693.508,129.1422
41.972944731666665,-85.68725556,10694.043,129.0271
41.972953946666664,-85.68718716666666,10694.57,129.1422
41.972963155,-85.68711872166666,10695.108,129.1422
41.97297236,-85.68705031,10695.638,129.0271
41.97298156833333,-85.68698191333333,10696.167,129.1422
41.97299077,-85.686913505,10696.7,129.1422
41.97299997333333,-85.686845095,10697.229,129.1422
41.973009196666666,-85.68677668166667,10697.767,129.1422
41.973018405,-85.686708255,10698.297,129.1422
41.97302760833333,-85.68663983833333,10698.824,129.1422
41.97303681333333,-85.68657145,10699.361,129.0271
41.973046006666664,-85.68650304333333,10699.889,129.2573
41.973055225,-85.68643461666667,10700.423,129.1422
41.97306443833333,-85.686366205,10700.953,129.1422
41.973073635,-85.68629779166666,10701.483,129.1422
41.97308283833333,-85.68622936666667,10702.021,129.1422
41.973092055,-85.68616096333334,10702.551,129.1422
41.97310126833333,-85.68609255166666,10703.084,129.1422
41.97311048,-85.68602414,10703.615,129.1422
41.973119685,-85.68595573666667,10704.146,129.1422
41.97312887,-85.68588732,10704.68,129.1422
41.97313808166667,-85.68581890833333,10705.212,129.1422
41.973147295,-85.68575049666667,10705.744,129.1422
41.97315651,-85.68568207666667,10706.278,129.1422
41.973165716666664,-85.68561366,10706.808,129.1422
41.973176071666664,-85.68554347166666,10707.544,133.74620000000002
41.973185465,-85.68547259166667,10708.09,133.74620000000002
41.973194858333336,-85.68540171166667,10708.635,133.74620000000002
41.97320425,-85.68533083333334,10709.181,133.74620000000002
41.97320425,-85.68533083333334,10709.181,133.74620000000002
41.97322592,-85.68524666333333,10708.901,151.58669999999998
41.973242971666664,-85.68516869666666,10708.836,152.5075
41.973252975,-85.68507628666667,10709.548,175.41240000000002
41.97326245666667,-85.68498258,10710.268,175.8728
41.973271865,-85.68488870333333,10710.99,175.9879
41.97328125333333,-85.68479481666667,10711.718,175.9879
41.973290641666665,-85.68470091333333,10712.453,175.9879
41.97330001833333,-85.68460702333333,10713.18,175.9879
41.973309385,-85.68451312833334,10713.911,175.9879
41.97331875333333,-85.68441922166667,10714.64,175.9879
41.97332813,-85.68432531833334,10715.369,175.9879
41.973337515,-85.68423141333334,10716.104,175.9879
41.9733469,-85.68413752166667,10716.83,175.9879
41.973356278333334,-85.68404361833333,10717.562,175.9879
41.97336565,-85.68394972833333,10718.29,175.8728
41.97337503,-85.68385583833333,10719.018,175.9879
41.97338440833333,-85.68376193,10719.75,175.9879
41.97339379333334,-85.683668035,10720.479,175.9879
41.97340318166667,-85.68357414,10721.211,175.9879
41.973412545,-85.68348024666666,10721.94,175.9879
41.97342192166667,-85.683386355,10722.67,175.9879
41.97343131666667,-85.68329246,10723.402,175.9879
41.973440698333334,-85.68319856833334,10724.131,175.9879
41.973450075,-85.68310467333333,10724.861,175.9879
41.973459455,-85.68301077333334,10725.593,175.9879
41.97346883,-85.682916875,10726.32,175.9879
41.97347821333334,-85.68282297166667,10727.051,175.9879
41.973487596666665,-85.682729055,10727.782,175.9879
41.97349697833333,-85.68263516666667,10728.511,175.8728
41.97350636,-85.68254128,10729.243,175.9879
41.973515733333336,-85.6824474,10729.973,175.8728
41.973525116666664,-85.68235349833333,10730.701,176.103
41.973534505,-85.68225959333333,10731.434,175.8728
41.97354386166667,-85.68216571,10732.161,175.9879
41.97355323,-85.68207177333333,10732.898,176.103
41.97356260833333,-85.68197788,10733.628,175.8728
41.973571995,-85.68188399166667,10734.356,176.103
41.97358137,-85.68179006833333,10735.091,175.9879
41.97359074166667,-85.68169619,10735.818,175.9879
41.97360013,-85.68160231333333,10736.549,175.9879
41.97360953333333,-85.68150840333334,10737.278,175.9879
41.97361891333333,-85.68141450333333,10738.007,175.9879
41.97362829,-85.68132061833333,10738.74,175.8728
41.97363767,-85.68122672166666,10739.469,175.9879
41.973647058333334,-85.68113281666666,10740.2,175.9879
41.973656425,-85.681038905,10740.932,175.9879
41.97366579333333,-85.680945005,10741.66,175.9879
41.97367517333333,-85.68085109333333,10742.396,175.9879
41.97368455833333,-85.68075719833334,10743.121,175.9879
41.97369395166667,-85.68066330833334,10743.853,175.9879
41.973703351666664,-85.68056943833334,10744.579,175.8728
41.97371271666667,-85.68047553166667,10745.307,176.103
41.97372206833333,-85.68038162666667,10746.04,175.8728
41.97373144666667,-85.680287745,10746.77,175.9879
41.973740845,-85.680193835,10747.499,175.9879
41.97375024666667,-85.680099935,10748.229,175.9879
41.97375962833333,-85.68000605166667,10748.957,175.9879
41.973768995,-85.67991215,10749.687,175.9879
41.973778366666664,-85.679818235,10750.418,175.9879
41.973787755000004,-85.67972432333333,10751.145,175.9879
41.973797145,-85.67963041833333,10751.878,175.9879
41.973806526666664,-85.67953653166667,10752.607,175.9879
41.97381590166667,-85.67944262666667,10753.339,175.9879
41.97382528,-85.67934872833334,10754.071,175.8728
41.97383464833333,-85.67925484333334,10754.796,175.9879
41.973844033333336,-85.67916094,10755.53,175.9879
41.97385342,-85.67906705666667,10756.261,175.8728
41.97386280166667,-85.67897316666667,10756.989,175.9879
41.973872175,-85.67887926333333,10757.724,175.8728
41.97388154666667,-85.678785345,10758.452,176.103
41.97389091833333,-85.67869143,10759.186,175.8728
41.97390028833333,-85.67859754333334,10759.915,175.9879
41.97390968166667,-85.67850365166667,10760.645,175.9879
41.97391906833333,-85.678409755,10761.378,175.8728
41.97392844833333,-85.67831586,10762.104,175.9879
41.973937838333335,-85.67822194666667,10762.836,175.9879
41.97394722,-85.67812805,10763.562,175.9879
41.97395659666667,-85.67803416166667,10764.287,175.9879
41.973965983333336,-85.677940265,10765.021,175.9879
41.97397538,-85.67784635833333,10765.746,176.103
41.973984765,-85.67775244833334,10766.478,175.9879
41.973994125,-85.67765854833333,10767.208,175.9879
41.97400351,-85.677564645,10767.937,175.9879
41.97401288,-85.677470735,10768.671,175.9879
41.974022245,-85.67737685833333,10769.399,175.8728
41.974031655,-85.67728297166667,10770.132,175.9879
41.97404104833333,-85.67718905833334,10770.864,175.9879
41.97405040666666,-85.67709516833334,10771.594,175.8728
41.974059785,-85.67700128166666,10772.324,175.9879
41.974069175,-85.67690736666667,10773.055,175.9879
41.974078551666665,-85.67681348166667,10773.783,175.8728
41.97408792,-85.67671959,10774.515,175.9879
41.974097291666666,-85.67662568666667,10775.243,175.9879
41.974106665,-85.67653179166666,10775.974,175.9879
41.974116036666665,-85.67643788166667,10776.703,175.9879
41.97412541833334,-85.67634399333333,10777.427,175.9879
41.97413478666667,-85.67625008333333,10778.163,175.9879
41.97414416833333,-85.67615618666666,10778.895,175.8728
41.974153566666665,-85.67606231166667,10779.621,175.9879
41.974162955,-85.67596841166667,10780.351,175.9879
41.974172323333335,-85.67587450833334,10781.077,175.9879
41.97418172166667,-85.67578060166667,10781.81,175.9879
41.974191096666665,-85.67568671166667,10782.538,175.8728
41.974200458333335,-85.675592815,10783.266,176.103
41.974209841666664,-85.67549889666667,10784.002,175.9879
41.974219205,-85.67540502,10784.73,175.8728
41.97422857833333,-85.67531112833333,10785.462,175.9879
41.97423797,-85.67521722166667,10786.191,175.9879
41.97424735166667,-85.67512332833333,10786.922,175.9879
41.974256715,-85.67502941333333,10787.658,175.9879
41.97426610833333,-85.674935515,10788.387,175.9879
41.974275496666664,-85.674841635,10789.117,175.8728
41.97428486166667,-85.67474776166667,10789.845,175.8728
41.97429424,-85.67465384,10790.574,176.103
41.974303625,-85.67455992,10791.308,175.9879
41.97431299833333,-85.67446601833333,10792.037,175.9879
41.974322375,-85.67437212166666,10792.77,175.9879
41.974331758333335,-85.67427823166666,10793.501,175.9879
41.974341136666666,-85.67418433,10794.229,175.9879
41.974350485,-85.67409041166667,10794.957,175.9879
41.97435986833333,-85.67399652666667,10795.69,175.8728
41.974369268333334,-85.67390265333333,10796.423,175.9879
41.97437865166667,-85.67380873833334,10797.155,175.9879
41.97438802833334,-85.67371483,10797.883,175.9879
41.97439740833333,-85.67362093333334,10798.613,175.9879
41.974406808333335,-85.67352702666666,10799.344,175.9879
41.97441619166667,-85.67343315166667,10800.066,175.8728
41.974425581666665,-85.67333924833333,10800.8,176.103
41.97443496166667,-85.67324534666666,10801.532,175.8728
41.97444432333333,-85.67315145333333,10802.26,175.9879
41.974453696666664,-85.67305756833333,10802.993,175.8728
41.974463066666665,-85.67296368833334,10803.722,175.9879
41.97447246,-85.67286974833333,10804.454,176.103
41.974481845,-85.67277583666667,10805.184,175.8728
41.97449120833333,-85.67268193666666,10805.912,176.103
41.974500596666665,-85.67258804666666,10806.648,175.8728
41.97451000666667,-85.672494165,10807.374,175.9879
41.97451940333333,-85.67240025333334,10808.106,175.9879
41.97452877333333,-85.67230635333334,10808.831,175.9879
41.97453815,-85.67221245333333,10809.556,175.9879
41.974547531666666,-85.67211854666667,10810.292,175.9879
41.97455691166667,-85.67202463833334,10811.017,175.9879
41.974566296666666,-85.67193073333334,10811.748,175.9879
41.97457566333333,-85.67183683833333,10812.473,175.9879
41.97458504666667,-85.67174293333333,10813.201,175.9879
41.974594458333335,-85.67164903166666,10813.938,175.9879
41.974603815,-85.67155511666667,10814.667,176.103
41.97461320666667,-85.67146119666667,10815.402,175.9879
41.974622615,-85.67136734833333,10816.136,175.8728
41.97463199333333,-85.67127345833333,10816.863,176.103
41.974641371666664,-85.671179495,10817.592,176.103
41.97465074833333,-85.67108558,10818.319,175.8728
41.974660136666664,-85.67099173,10819.046,175.8728
41.97466952333333,-85.670897835,10819.776,176.103
41.974678905,-85.670803915,10820.505,175.9879
41.97468829,-85.67071000666667,10821.236,175.9879
41.97469765833333,-85.67061609666666,10821.968,175.8728
41.974707015,-85.67052222333334,10822.691,175.8728
41.974716408333336,-85.67042834666667,10823.424,175.9879
41.9747258,-85.670334435,10824.155,175.9879
41.9747352,-85.67024050833334,10824.886,176.103
41.97474459666667,-85.67014660833334,10825.614,175.8728
41.97475395666667,-85.67005271666666,10826.339,175.9879
41.97476336333333,-85.66995879333334,10827.072,175.9879
41.97477274333333,-85.66986490333333,10827.801,175.8728
41.97478212,-85.66977100333334,10828.53,176.103
41.974791503333336,-85.66967709333333,10829.265,175.8728
41.97480088166667,-85.669583215,10829.989,175.9879
41.974810268333336,-85.66948932666666,10830.722,175.9879
41.97481963,-85.66939542333333,10831.448,175.9879
41.97482901833333,-85.66930151,10832.177,176.103
41.97483841166667,-85.66920761666667,10832.909,175.8728
41.97484779,-85.66911371833334,10833.638,175.9879
41.974857191666665,-85.669019805,10834.373,175.9879
41.974866588333335,-85.66892590833334,10835.103,175.9879
41.97487597,-85.66883199166666,10835.835,176.103
41.97488533666667,-85.668738075,10836.568,175.9879
41.97489471,-85.66864418166666,10837.299,175.9879
41.97490410666666,-85.66855029333334,10838.032,175.9879
41.97491348,-85.66845638166667,10838.768,175.9879
41.97492286166667,-85.66836249333333,10839.493,175.9879
41.974932245,-85.66826857333334,10840.219,176.103
41.974941630000004,-85.66817465333334,10840.948,175.9879
41.97495101333333,-85.668080755,10841.682,175.9879
41.97496039333333,-85.66798686166666,10842.415,175.9879
41.97496976,-85.66789297833333,10843.145,175.9879
41.974979155,-85.66779908333334,10843.877,175.9879
41.97498856166666,-85.66770516,10844.609,175.9879
41.97499794,-85.66761126333333,10845.336,175.9879
41.97500733166667,-85.66751735833333,10846.071,175.9879
41.97501671,-85.66742346166667,10846.801,175.9879
41.975026095,-85.66732957666666,10847.53,175.9879
41.97503547833333,-85.66723567166666,10848.262,175.9879
41.975044843333336,-85.66714179666667,10848.986,175.9879
41.975054225,-85.66704791,10849.719,175.9879
41.97506359,-85.666954015,10850.448,175.9879
41.97507298166666,-85.666860105,10851.181,176.103
41.97508237666667,-85.66676620166666,10851.918,175.8728
41.97509175166667,-85.6666723,10852.643,176.103
41.97510111,-85.66657838166667,10853.371,175.9879
41.97511047,-85.66648450166667,10854.098,175.8728
41.97511986,-85.66639062666667,10854.827,175.9879
41.97512924833333,-85.66629669166667,10855.563,175.9879
41.97513859833333,-85.6662028,10856.285,175.8728
41.97514798666667,-85.66610892,10857.018,175.9879
41.97515737333333,-85.66601503333334,10857.743,175.9879
41.975166763333334,-85.66592111333334,10858.473,176.103
41.97517618166667,-85.66582721833333,10859.211,175.8728
41.97518557,-85.66573332166666,10859.943,176.103
41.975194961666666,-85.66563938333333,10860.676,176.103
41.975204358333336,-85.665545505,10861.405,175.8728
41.97521374,-85.665451595,10862.132,176.103
41.97522313,-85.66535765166667,10862.861,175.9879
41.97523249166667,-85.665263755,10863.591,175.9879
41.975241868333335,-85.66516987,10864.32,175.9879
41.97525125833333,-85.66507595333333,10865.058,175.9879
41.97526062833333,-85.66498203333333,10865.789,175.9879
41.97526999666667,-85.66488814166667,10866.519,175.9879
41.975279385,-85.664794235,10867.248,175.9879
41.97528878333333,-85.66470034666666,10867.975,175.9879
41.97529818833333,-85.66460648,10868.704,175.8728
41.97530757166667,-85.66451259,10869.434,175.9879
41.97531695333333,-85.66441865666667,10870.167,176.103
41.97532633666667,-85.664324775,10870.898,175.7577
41.97533571666666,-85.66423089166666,10871.623,176.103
41.975345133333335,-85.66413694166667,10872.36,176.103
41.97535450666667,-85.66404305,10873.089,175.8728
41.97536386,-85.66394916166666,10873.82,175.9879
41.97537323666667,-85.66385525833333,10874.552,175.8728
41.97538261333333,-85.663761375,10875.275,175.9879
41.97539200666667,-85.66366746166666,10876.011,175.9879
41.97540137833333,-85.66357356833333,10876.742,175.8728
41.975410761666666,-85.66347968333334,10877.472,175.9879
41.97542014,-85.66338578,10878.204,175.8728
41.975429518333335,-85.663291875,10878.933,175.9879
41.97543890833333,-85.663197995,10879.667,175.8728
41.97544829,-85.66310411,10880.394,175.9879
41.97545767166667,-85.66301020833333,10881.122,175.9879
41.975467071666664,-85.66291629833333,10881.856,175.9879
41.975476461666666,-85.66282238166667,10882.585,175.9879
41.975485821666666,-85.66272846666666,10883.318,175.9879
41.975495198333334,-85.66263459166667,10884.044,175.8728
41.97550458333333,-85.66254071,10884.773,175.9879
41.97551396833333,-85.662446755,10885.502,176.2181
41.975523375,-85.66235284666666,10886.231,175.8728
41.975532745,-85.66225899,10886.966,175.9879
41.97554209333333,-85.66216507166666,10887.698,175.9879
41.97555147833334,-85.662071175,10888.428,175.8728
41.97556088666666,-85.66197726833333,10889.156,176.103
41.97557026,-85.66188337,10889.885,175.8728
41.975579636666666,-85.661789465,10890.616,176.103
41.97558903833333,-85.66169556,10891.351,175.9879
41.97559842166667,-85.66160167166667,10892.082,175.9879
41.975607805,-85.66150778166667,10892.811,175.9879
41.975617175,-85.66141389166667,10893.541,175.8728
41.975626526666666,-85.66132001,10894.263,175.9879
41.975635945,-85.66122609,10894.998,175.9879
41.975645326666665,-85.661132185,10895.729,175.9879
41.97565469166667,-85.66103828,10896.46,176.103
41.97566408,-85.66094438666667,10897.189,175.8728
41.975673478333334,-85.66085053666667,10897.912,175.8728
41.97568285166667,-85.66075661166667,10898.645,176.103
41.975692218333336,-85.66066272333333,10899.371,175.7577
41.975701603333334,-85.66056886333334,10900.099,175.9879
41.975710965,-85.66047494333333,10900.832,175.9879
41.975720331666665,-85.66038104166667,10901.559,175.9879
41.97572974,-85.66028715666667,10902.293,175.9879
41.97573912166666,-85.66019326833333,10903.017,175.9879
41.975748491666664,-85.66009938666667,10903.742,175.9879
41.975757896666664,-85.66000549166667,10904.476,175.9879
41.97576728666667,-85.65991158333334,10905.204,175.9879
41.97577667666667,-85.65981766333333,10905.937,175.9879
41.97578604833333,-85.659723765,10906.661,175.8728
41.97579539,-85.659629905,10907.389,175.8728
41.975804735,-85.65953601166666,10908.116,175.9879
41.975814123333336,-85.65944211666667,10908.844,175.8728
41.97582352166667,-85.65934821833334,10909.577,175.9879
41.97583287166667,-85.65925436666667,10910.301,175.7577
41.97584224,-85.65916048833333,10911.03,175.9879
41.97585161166667,-85.659066555,10911.758,176.103
41.97586098833333,-85.65897265166667,10912.488,175.8728
41.97587036,-85.65887876666666,10913.221,175.9879
41.975879768333336,-85.65878483833333,10913.955,176.103
41.975889153333334,-85.65869093333333,10914.685,175.8728
41.97589853,-85.65859703833334,10915.415,175.9879
41.97590790833333,-85.65850315,10916.147,175.8728
41.97591726666667,-85.658409255,10916.873,175.9879
41.975926646666665,-85.65831534,10917.609,175.9879
41.975936015,-85.65822145833333,10918.34,175.8728
41.975945405,-85.65812755166667,10919.071,176.103
41.975954791666666,-85.65803366333333,10919.8,175.8728
41.97596416333333,-85.65793976333333,10920.526,176.103
41.975973555,-85.65784584166667,10921.26,175.9879
41.97598294,-85.65775195,10921.991,175.8728
41.975992321666666,-85.65765805666666,10922.721,176.103
41.976001705,-85.65756417666667,10923.455,175.8728
41.976011095,-85.65747029333333,10924.184,176.103
41.97602047833333,-85.65737638,10924.919,175.9879
41.976029858333334,-85.65728247,10925.644,175.9879
41.976039255,-85.657188585,10926.371,175.9879
41.976048660000004,-85.65709470666667,10927.107,175.8728
41.97605804333333,-85.65700081666667,10927.83,175.9879
41.976067431666664,-85.65690688833334,10928.563,176.103
41.97607679,-85.65681299,10929.286,175.8728
41.976086161666665,-85.65671910166667,10930.018,175.9879
41.97609557333333,-85.6566252,10930.75,175.9879
41.976104965,-85.65653129333333,10931.484,175.9879
41.976114351666666,-85.65643739833334,10932.224,175.9879
41.976123746666666,-85.65634349,10932.961,175.9879
41.97613311,-85.65624955833333,10933.694,176.103
41.97614248166666,-85.656155645,10934.423,175.9879
41.97615187,-85.65606175333333,10935.157,175.8728
41.97616125333333,-85.65596786333333,10935.892,175.9879
41.97617064666667,-85.65587397666667,10936.627,175.8728
41.97618001,-85.65578008333334,10937.355,175.9879
41.97618828666667,-85.65568559333333,10938.256,176.103
41.97619126,-85.6555881,10938.353,175.8728
41.976195868333335,-85.65549167333333,10938.68,175.9879
41.97620525666667,-85.65539777333333,10939.41,175.9879
41.97621462666667,-85.65530389666667,10940.14,175.8728
